site,monitor,date,start_hour,value,variable,units,quality,prelim 
3679,-,2016-04-09,20,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-09,21,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-09,22,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-09,23,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,0,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,1,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,2,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,3,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,4,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,5,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,6,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,7,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,8,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,9,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,10,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,11,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,12,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,13,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,14,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,15,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,17,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,18,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,19,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,20,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,21,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,22,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-10,23,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,0,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,1,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,2,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,3,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,6,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,7,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,8,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,9,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,10,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,11,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,12,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,13,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,14,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,15,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,16,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,17,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,18,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,19,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,20,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,21,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,22,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-11,23,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,0,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,1,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,2,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,3,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,4,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,5,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,6,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,7,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,8,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,9,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,10,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,11,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,12,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,13,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,14,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,15,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,16,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,17,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,18,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,19,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,20,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,21,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,22,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-12,23,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,0,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,1,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,2,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,3,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,4,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y 
3679,-,2016-04-13,5,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y 
3679,-,2016-04-13,6,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,7,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,8,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,9,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,10,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,11,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,12,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,13,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,14,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,15,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,16,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,17,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,18,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,19,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,20,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,21,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,22,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-13,23,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,0,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,1,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,19,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,20,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,21,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,22,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-14,23,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,0,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,1,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,2,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,3,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,4,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,5,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,6,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,7,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,8,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,9,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,10,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,11,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,12,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,13,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,14,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,15,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,17,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,18,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,19,24.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y 
3679,-,2016-04-15,20,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,21,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,22,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-15,23,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,0,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,1,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,2,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,3,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,4,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,5,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,6,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,7,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,8,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,9,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,10,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,11,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,12,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,13,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,15,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,16,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,17,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,18,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,19,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,20,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,21,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,22,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-16,23,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,0,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,1,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,2,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,3,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,4,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,5,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,6,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,7,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,8,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,9,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,10,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,11,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,12,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,13,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,14,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,15,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,16,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,17,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,18,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,19,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,20,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,21,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,22,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-17,23,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,0,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,1,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,2,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,3,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,4,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,5,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,6,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,7,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,8,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,9,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,10,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,11,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,12,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,13,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,14,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,15,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,16,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,17,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,18,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,19,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,20,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,21,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,22,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-18,23,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,0,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,1,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,2,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,3,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,4,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,5,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,6,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,7,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,8,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,9,29.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,10,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,11,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,12,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,13,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,14,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,15,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,16,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,17,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,18,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,19,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,20,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,21,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,22,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-19,23,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,0,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,1,24.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,2,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,3,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,4,30.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,5,33.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,6,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y 
3679,-,2016-04-20,7,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,8,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,9,30.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,10,27.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,11,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,12,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
3679,-,2016-04-20,13,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y 
